user_id,watch_time,session_duration,visit_frequency,completion_rate,number_of_sessions,action_preference,family_preference,comedy_preference,drama_preference,primary_device,subscription_tier,weekend_watch_ratio,skip_intro_rate
USR_04165,789.6,27.1,19,0.739,29,0.357,0.224,0.213,0.206,Web,Free,0.428,0.772
USR_03032,454.1,13.2,5,0.339,34,0.182,0.045,0.418,0.355,Mobile,Free,0.457,0.35
USR_03580,1651.0,50.2,21,0.696,32,0.289,0.215,0.32,0.176,Tablet,Standard,0.387,0.809
USR_02833,786.8,12.7,10,0.412,35,0.155,0.136,0.633,0.076,Mobile,Premium,0.164,0.405
USR_03473,410.3,26.9,4,0.279,15,0.193,0.093,0.525,0.189,Mobile,Basic,0.248,0.355
USR_00138,2137.6,53.0,23,0.865,40,0.81,0.07,0.12,0.0,SmartTV,Standard,0.473,0.944
USR_02181,673.1,49.5,13,0.642,13,0.032,0.758,0.066,0.144,SmartTV,Basic,0.852,0.588
USR_02129,819.2,37.2,7,0.503,22,0.087,0.534,0.207,0.172,SmartTV,Standard,0.748,0.309
USR_03178,420.0,24.4,10,0.4,17,0.178,0.14,0.534,0.148,Mobile,Basic,0.29,0.371
USR_04368,1389.7,28.7,15,0.649,48,0.344,0.277,0.268,0.111,SmartTV,Standard,0.428,0.506
USR_04262,2671.4,39.5,14,0.822,65,0.244,0.209,0.34,0.207,Web,Free,0.37,0.796
USR_04345,1631.7,48.8,14,0.692,33,0.205,0.234,0.265,0.296,Mobile,Standard,0.498,0.625
USR_01332,698.8,35.8,6,0.674,19,0.109,0.787,0.083,0.021,Tablet,Basic,0.581,0.31
USR_02018,1119.5,70.3,6,0.57,15,0.018,0.879,0.078,0.025,SmartTV,Basic,0.677,0.303
USR_02483,501.7,18.7,4,0.449,26,0.29,0.125,0.531,0.054,Tablet,Standard,0.245,0.472
USR_01359,1214.3,38.3,10,0.777,31,0.108,0.781,0.103,0.008,SmartTV,Basic,0.866,0.425
USR_01330,854.1,35.9,6,0.822,23,0.041,0.732,0.093,0.134,SmartTV,Basic,0.649,0.414
USR_02151,939.2,39.5,3,0.569,23,0.111,0.768,0.122,-0.001,Console,Premium,0.762,0.533
USR_02123,1070.4,49.1,7,0.576,21,0.171,0.574,0.165,0.09,Web,Standard,0.718,0.559
USR_03982,1549.6,38.8,16,0.875,39,0.178,0.178,0.229,0.415,Tablet,Standard,0.402,0.735
USR_01253,1174.6,45.7,10,0.95,25,0.086,0.589,0.105,0.22,Tablet,Standard,0.743,0.227
USR_03279,416.3,18.2,6,0.554,22,0.034,0.137,0.488,0.341,Tablet,Free,0.26,0.187
USR_03375,268.1,12.2,7,0.357,22,0.171,0.109,0.502,0.218,Mobile,Basic,0.458,0.224
USR_02815,452.2,28.3,9,0.54,15,0.423,0.111,0.466,0.0,Mobile,Free,0.453,0.262
USR_01849,833.4,42.3,6,0.548,19,0.048,0.559,0.181,0.212,SmartTV,Premium,0.719,0.487
USR_03038,479.6,14.5,5,0.543,33,0.238,0.2,0.481,0.081,Mobile,Basic,0.553,0.183
USR_00389,1905.6,72.0,21,0.893,26,0.857,0.018,0.125,0.0,SmartTV,Standard,0.373,0.839
USR_00236,2417.1,67.9,31,0.833,35,0.656,0.072,0.136,0.136,Tablet,Standard,0.402,0.966
USR_01078,1591.8,41.7,15,0.879,38,0.823,0.079,0.098,0.0,SmartTV,Standard,0.458,0.848
USR_01985,845.2,67.4,12,0.681,12,0.042,0.801,0.125,0.032,Tablet,Basic,0.74,0.389
USR_04364,2166.4,45.9,24,0.778,47,0.293,0.2,0.197,0.31,Mobile,Basic,0.402,0.655
USR_03963,2356.3,35.3,20,0.948,65,0.269,0.212,0.278,0.241,SmartTV,Standard,0.374,0.811
USR_00771,2526.5,77.0,15,0.873,32,0.698,0.084,0.019,0.199,SmartTV,Standard,0.448,0.8
USR_02166,1001.7,56.8,9,0.734,17,0.075,0.733,0.191,0.001,SmartTV,Premium,0.754,0.35
USR_00674,2235.7,44.9,24,0.854,49,0.704,0.041,0.098,0.157,Console,Standard,0.527,0.695
USR_00250,3055.1,56.0,27,0.905,54,0.703,0.116,0.135,0.046,Console,Premium,0.385,0.812
USR_01575,1382.5,24.5,8,0.91,40,0.086,0.596,0.103,0.215,SmartTV,Standard,0.701,0.58
USR_03420,351.2,20.7,8,0.247,16,0.067,0.066,0.499,0.368,SmartTV,Free,0.494,0.258
USR_02082,1025.5,42.9,6,0.645,23,0.047,0.747,0.142,0.064,SmartTV,Standard,0.629,0.57
USR_01824,1168.5,60.1,9,0.524,19,0.109,0.751,0.124,0.016,Mobile,Standard,0.592,0.503
USR_00717,1911.4,55.4,19,0.969,34,0.714,0.004,0.0,0.282,SmartTV,Premium,0.418,0.805
USR_04669,3156.8,104.4,19,0.923,30,0.232,0.109,0.271,0.388,SmartTV,Premium,0.729,0.909
USR_02049,793.7,44.1,10,0.571,18,0.027,0.774,0.159,0.04,Tablet,Premium,0.603,0.289
USR_04179,1798.1,35.2,17,0.591,51,0.249,0.208,0.281,0.262,Mobile,Premium,0.446,0.56
USR_02725,298.6,12.7,3,0.339,23,0.282,0.154,0.387,0.177,Mobile,Basic,0.221,0.357
USR_04522,2945.5,111.9,17,0.931,26,0.091,0.089,0.239,0.581,SmartTV,Standard,0.736,0.91
USR_01461,992.3,37.1,9,0.678,26,0.071,0.829,0.1,0.0,SmartTV,Basic,0.739,0.328
USR_01669,798.7,40.1,5,0.762,19,0.08,0.699,0.065,0.156,Tablet,Free,0.676,0.105
USR_02757,278.2,24.4,4,0.241,11,0.315,0.12,0.565,0.0,Web,Basic,0.248,0.016
USR_02001,830.0,36.0,10,0.826,23,0.088,0.636,0.113,0.163,Console,Basic,0.617,0.303
USR_00405,2023.8,72.1,21,0.827,28,0.823,0.046,0.131,0.0,SmartTV,Standard,0.397,0.845
USR_00385,2353.0,59.7,19,0.891,39,0.821,0.068,0.049,0.062,SmartTV,Premium,0.437,0.967
USR_04536,2695.6,96.9,14,0.891,27,0.218,0.027,0.128,0.627,SmartTV,Premium,0.453,0.908
USR_02153,1057.7,27.3,11,0.549,38,0.119,0.732,0.129,0.02,SmartTV,Standard,0.653,0.343
USR_01634,1228.3,32.3,6,0.803,37,0.05,0.568,0.172,0.21,Tablet,Premium,0.625,0.635
USR_04587,2429.4,75.3,11,0.924,32,0.217,0.046,0.164,0.573,Console,Premium,0.614,0.882
USR_03926,1952.8,59.1,18,0.852,33,0.365,0.213,0.216,0.206,Mobile,Basic,0.354,0.7
USR_04159,1005.8,30.6,18,0.816,32,0.346,0.253,0.307,0.094,SmartTV,Premium,0.416,0.575
USR_00224,2102.9,60.9,19,0.751,34,0.879,0.041,0.057,0.023,Tablet,Premium,0.475,0.819
USR_02194,1148.5,56.9,8,0.819,20,0.12,0.775,0.039,0.066,SmartTV,Premium,0.671,0.353
USR_03137,519.2,16.5,3,0.197,31,0.228,0.111,0.442,0.219,Mobile,Free,0.358,0.428
USR_01825,978.5,30.9,6,0.649,31,0.201,0.632,0.133,0.034,SmartTV,Basic,0.626,0.48
USR_04601,3013.4,68.3,20,0.919,44,0.268,0.092,0.174,0.466,SmartTV,Premium,0.545,0.837
USR_00798,2170.5,58.4,25,0.844,37,0.702,0.085,0.098,0.115,SmartTV,Standard,0.486,0.778
USR_02872,356.2,12.4,3,0.469,28,0.236,0.153,0.607,0.004,Tablet,Basic,0.53,0.184
USR_00010,2252.6,58.6,23,0.88,38,0.759,0.003,0.079,0.159,Console,Standard,0.393,0.786
USR_01945,1338.4,29.3,13,0.87,40,0.087,0.555,0.137,0.221,SmartTV,Basic,0.641,0.267
USR_01839,1131.9,45.9,6,0.655,24,0.08,0.534,0.133,0.253,SmartTV,Premium,0.546,0.499
USR_00256,2542.3,64.1,24,0.819,39,0.758,0.058,0.093,0.091,SmartTV,Premium,0.447,0.965
USR_04509,3179.6,95.7,22,0.959,33,0.333,0.151,0.171,0.345,SmartTV,Standard,0.494,1.0
USR_01582,1079.3,41.8,8,0.687,25,0.064,0.736,0.201,-0.001,Mobile,Premium,0.678,0.418
USR_02957,278.9,9.8,11,0.366,28,0.405,0.06,0.332,0.203,Mobile,Free,0.505,0.191
USR_00925,2819.9,55.8,24,0.774,50,0.579,0.075,0.03,0.316,Console,Standard,0.403,0.826
USR_04430,3045.9,89.3,13,0.955,34,0.219,0.086,0.228,0.467,Mobile,Standard,0.523,0.949
USR_02509,548.1,19.7,8,0.656,27,0.2,0.277,0.522,0.001,Mobile,Basic,0.464,0.208
USR_03776,1477.2,56.4,19,0.783,26,0.331,0.259,0.312,0.098,SmartTV,Basic,0.453,0.675
USR_04137,1725.9,54.0,20,0.709,31,0.366,0.296,0.161,0.177,SmartTV,Basic,0.403,0.584
USR_02780,604.1,10.1,3,0.556,35,0.352,0.123,0.525,0.0,Mobile,Standard,0.443,0.311
USR_00540,1928.8,50.2,19,0.874,38,0.835,0.059,0.089,0.017,SmartTV,Standard,0.425,0.802
USR_02746,366.0,20.4,4,0.178,17,0.124,0.106,0.497,0.273,Web,Free,0.321,0.243
USR_04499,3234.7,73.2,13,0.935,44,0.248,0.047,0.221,0.484,SmartTV,Premium,0.573,0.929
USR_04572,2962.0,83.1,16,0.964,35,0.249,0.037,0.156,0.558,Web,Standard,0.406,0.956
USR_01146,2442.6,45.3,21,0.832,53,0.809,0.081,0.111,-0.001,SmartTV,Premium,0.519,0.688
USR_00668,2579.5,56.7,15,0.864,45,0.741,0.132,0.128,-0.001,Mobile,Basic,0.543,0.898
USR_03020,116.2,14.6,1,0.392,7,0.337,0.066,0.288,0.309,Web,Basic,0.53,0.229
USR_00358,2176.1,45.6,18,0.774,47,0.822,0.0,0.039,0.139,SmartTV,Premium,0.254,0.843
USR_02832,628.7,20.9,4,0.377,30,0.257,0.175,0.328,0.24,Mobile,Basic,0.425,0.231
USR_02784,719.4,8.0,11,0.283,35,0.24,0.023,0.38,0.357,Web,Basic,0.458,0.454
USR_01354,880.3,43.1,5,0.865,20,0.195,0.713,0.092,0.0,SmartTV,Standard,0.828,0.246
USR_00471,2755.5,66.6,23,0.797,41,0.762,0.102,0.097,0.039,Console,Standard,0.46,0.825
USR_02704,183.7,18.8,8,0.379,9,0.313,0.207,0.481,-0.001,Web,Standard,0.415,0.459
USR_03331,457.8,27.6,6,0.47,16,0.244,0.055,0.302,0.399,Tablet,Standard,0.354,0.088
USR_03638,2182.4,49.0,22,0.736,44,0.32,0.226,0.237,0.217,SmartTV,Basic,0.325,0.512
USR_01397,1240.7,45.9,8,0.514,27,0.12,0.72,0.16,0.0,SmartTV,Basic,0.599,0.327
USR_03585,1317.2,47.9,19,0.814,27,0.355,0.168,0.215,0.262,Mobile,Basic,0.482,0.668
USR_04487,3964.6,93.1,14,0.952,42,0.231,0.081,0.123,0.565,SmartTV,Standard,0.542,0.988
USR_03377,336.4,19.0,6,0.424,17,0.293,0.105,0.602,0.0,Mobile,Free,0.1,0.467
USR_01257,889.9,58.7,7,0.684,15,0.056,0.702,0.22,0.022,SmartTV,Basic,0.689,0.436
USR_03513,1826.4,42.7,19,0.758,42,0.328,0.171,0.286,0.215,Mobile,Basic,0.415,0.433
USR_01251,991.7,68.4,6,0.692,14,0.114,0.57,0.316,0.0,SmartTV,Premium,0.683,0.437
USR_04808,3151.3,85.5,10,0.97,36,0.191,0.055,0.181,0.573,SmartTV,Premium,0.515,0.905
USR_04299,1448.5,45.0,22,0.714,32,0.359,0.276,0.215,0.15,Mobile,Standard,0.3,0.67
USR_03285,351.0,29.5,4,0.293,11,0.285,0.176,0.523,0.016,Mobile,Standard,0.278,0.015
USR_02934,191.6,28.9,9,0.381,6,0.216,0.119,0.665,0.0,Tablet,Basic,0.45,0.179
USR_04176,1161.1,43.9,17,0.791,26,0.3,0.2,0.182,0.318,Tablet,Premium,0.415,0.441
USR_01853,1146.0,44.0,8,0.613,26,0.013,0.647,0.055,0.285,SmartTV,Basic,0.747,0.121
USR_04870,3963.7,71.3,18,0.939,55,0.401,0.057,0.117,0.425,SmartTV,Premium,0.504,1.0
USR_02106,805.2,38.2,7,0.641,21,0.044,0.721,0.107,0.128,SmartTV,Standard,0.69,0.242
USR_00134,2483.1,38.8,18,0.952,63,0.721,0.018,0.127,0.134,SmartTV,Free,0.515,0.908
USR_00929,2470.8,66.7,13,0.868,37,0.729,0.032,0.119,0.12,SmartTV,Free,0.51,0.839
USR_00824,3021.1,61.1,22,0.912,49,0.769,0.059,0.145,0.027,SmartTV,Standard,0.608,0.738
USR_04544,2585.7,89.2,11,0.949,29,0.23,0.142,0.252,0.376,Console,Free,0.396,0.999
USR_01532,764.6,32.6,9,0.607,23,0.041,0.771,0.078,0.11,SmartTV,Premium,0.534,0.627
USR_01215,2649.4,47.6,22,0.913,55,0.678,0.111,0.172,0.039,Web,Basic,0.362,0.865
USR_00505,1720.5,52.4,21,0.912,32,0.8,0.012,0.154,0.034,Tablet,Basic,0.437,0.866
USR_04286,1508.4,45.8,16,0.743,32,0.257,0.255,0.334,0.154,SmartTV,Free,0.335,0.701
USR_01997,1328.0,34.8,12,0.655,38,0.151,0.694,0.155,0.0,SmartTV,Standard,0.677,0.356
USR_03073,470.8,10.0,3,0.251,35,0.24,0.187,0.558,0.015,Mobile,Basic,0.405,0.325
USR_01959,1425.3,47.8,6,0.83,29,0.134,0.766,0.1,0.0,Mobile,Free,0.651,0.457
USR_01385,1407.2,79.3,7,0.591,17,0.0,0.893,0.107,0.0,SmartTV,Standard,0.794,0.331
USR_00895,1962.5,56.0,27,0.776,35,0.708,0.038,0.081,0.173,Tablet,Basic,0.479,0.836
USR_00456,2220.1,53.2,16,0.909,41,0.605,0.0,0.137,0.258,SmartTV,Standard,0.461,0.845
USR_04880,3554.5,91.1,23,0.949,39,0.186,0.083,0.173,0.558,SmartTV,Premium,0.811,0.97
USR_03710,1792.3,50.4,15,0.662,35,0.263,0.111,0.248,0.378,SmartTV,Standard,0.341,0.689
USR_04619,2756.7,80.5,15,1.0,34,0.187,0.103,0.108,0.602,Mobile,Premium,0.584,0.872
USR_04269,2071.7,50.6,16,0.762,40,0.19,0.181,0.333,0.296,Web,Standard,0.296,0.651
USR_03523,1121.0,31.2,19,0.785,35,0.38,0.169,0.315,0.136,Console,Standard,0.226,0.652
USR_04135,810.0,39.6,19,0.662,20,0.294,0.227,0.263,0.216,Mobile,Basic,0.471,0.64
USR_03603,1951.2,41.1,13,0.701,47,0.291,0.115,0.182,0.412,Tablet,Premium,0.578,0.708
USR_00714,2382.0,64.5,27,0.943,36,0.822,0.06,0.051,0.067,Web,Basic,0.479,0.984
USR_04187,1714.8,44.8,13,0.778,38,0.224,0.164,0.214,0.398,Tablet,Premium,0.473,0.458
USR_02215,1118.6,47.8,11,0.541,23,0.051,0.711,0.095,0.143,SmartTV,Standard,0.681,0.458
USR_02924,390.8,16.7,9,0.264,23,0.317,0.008,0.536,0.139,Mobile,Free,0.31,0.073
USR_01811,1076.0,49.2,10,0.654,21,0.1,0.802,0.098,0.0,SmartTV,Standard,0.704,0.193
USR_03487,412.0,27.1,7,0.342,15,0.085,0.122,0.548,0.245,Mobile,Free,0.341,0.571
USR_03142,512.5,15.8,6,0.607,32,0.21,0.158,0.526,0.106,Mobile,Basic,0.337,0.265
USR_01828,1213.3,43.4,8,0.666,27,0.113,0.728,0.159,0.0,Web,Basic,0.427,0.435
USR_01156,2208.3,60.4,26,0.896,36,0.8,0.083,0.118,-0.001,Mobile,Basic,0.367,0.864
USR_01325,1056.7,38.8,8,0.802,27,0.036,0.629,0.067,0.268,Web,Standard,0.563,0.491
USR_04313,1748.8,36.6,13,0.779,47,0.234,0.208,0.304,0.254,SmartTV,Standard,0.38,0.597
USR_00511,1991.1,75.2,25,0.881,26,0.902,0.0,0.033,0.065,SmartTV,Premium,0.246,0.794
USR_01681,730.2,21.1,8,0.867,34,0.104,0.759,0.136,0.001,Tablet,Standard,0.665,0.235
USR_00500,3310.2,58.3,23,0.951,56,0.706,0.104,0.073,0.117,Mobile,Standard,0.313,0.908
USR_04537,2435.6,79.3,14,0.903,30,0.293,0.051,0.164,0.492,SmartTV,Premium,0.528,0.919
USR_01857,756.3,34.1,8,0.685,22,0.119,0.759,0.122,0.0,Console,Basic,0.626,0.401
USR_01389,1156.9,59.2,8,0.92,19,0.058,0.63,0.165,0.147,Mobile,Standard,0.613,0.479
USR_03720,2024.3,35.6,11,0.833,56,0.329,0.351,0.224,0.096,Tablet,Premium,0.34,0.446
USR_02387,433.5,13.1,4,0.456,32,0.239,0.095,0.49,0.176,Mobile,Premium,0.176,0.51
USR_03237,682.1,5.0,8,0.336,35,0.24,0.205,0.552,0.003,Mobile,Standard,0.522,0.226
USR_01541,1091.5,61.5,8,0.802,17,0.065,0.62,0.136,0.179,SmartTV,Basic,0.701,0.276
USR_01218,2416.5,36.1,17,0.951,66,0.899,0.028,0.074,-0.001,Tablet,Premium,0.326,0.705
USR_02682,483.8,16.4,7,0.309,29,0.024,0.162,0.538,0.276,Mobile,Free,0.277,0.079
USR_02994,233.8,18.6,7,0.503,12,0.132,0.107,0.577,0.184,Mobile,Basic,0.318,0.444
USR_01192,2187.3,58.8,15,0.926,37,0.68,0.122,0.098,0.1,SmartTV,Premium,0.32,0.759
USR_01543,939.6,32.1,6,0.623,29,0.087,0.822,0.091,0.0,Mobile,Standard,0.577,0.407
USR_03302,193.0,22.6,6,0.365,8,0.132,0.14,0.424,0.304,Mobile,Basic,0.495,0.487
USR_03325,332.9,13.5,8,0.451,24,0.389,0.068,0.463,0.08,Mobile,Free,0.485,0.108
USR_02540,592.5,21.2,1,0.286,27,0.224,0.105,0.484,0.187,Mobile,Basic,0.232,0.089
USR_00954,2241.4,66.9,23,0.935,33,0.752,0.034,0.046,0.168,SmartTV,Premium,0.449,0.767
USR_04331,1240.4,43.5,15,0.737,28,0.383,0.263,0.261,0.093,Tablet,Basic,0.563,0.641
USR_00733,2218.1,55.0,22,0.78,40,0.839,0.068,0.093,0.0,Web,Standard,0.469,0.907
USR_01157,2548.9,75.1,16,0.909,33,0.797,0.079,0.124,0.0,Mobile,Basic,0.467,0.954
USR_03295,590.5,17.9,9,0.15,32,0.025,0.102,0.576,0.297,Tablet,Free,0.283,0.388
USR_02983,302.7,23.4,4,0.15,12,0.175,0.103,0.501,0.221,Mobile,Basic,0.326,0.203
USR_02157,1096.3,46.1,8,0.783,23,0.03,0.746,0.182,0.042,SmartTV,Standard,0.834,0.654
USR_01063,2897.0,53.5,24,0.857,54,0.697,0.049,0.096,0.158,Mobile,Standard,0.287,0.919
USR_02617,463.5,10.8,4,0.155,35,0.268,0.079,0.399,0.254,Mobile,Basic,0.195,0.237
USR_01168,2587.9,69.0,21,0.917,37,0.854,0.0,0.079,0.067,Console,Basic,0.496,0.872
USR_03223,484.5,7.0,12,0.244,35,0.34,0.149,0.511,0.0,SmartTV,Basic,0.313,0.691
USR_03637,2263.7,41.9,11,0.835,54,0.354,0.281,0.229,0.136,SmartTV,Basic,0.376,0.667
USR_02939,535.7,11.1,5,0.629,35,0.249,0.03,0.367,0.354,Tablet,Basic,0.457,0.405
USR_04492,3928.4,89.0,11,0.991,44,0.307,0.054,0.197,0.442,SmartTV,Premium,0.761,0.896
USR_03141,218.6,15.6,5,0.386,14,0.241,0.031,0.394,0.334,Mobile,Premium,0.486,0.0
USR_00144,2943.8,64.3,19,0.831,45,0.78,0.053,0.077,0.09,Web,Standard,0.476,0.926
USR_03578,1064.1,44.8,17,0.85,23,0.245,0.284,0.261,0.21,SmartTV,Basic,0.41,0.762
USR_02783,467.5,22.4,7,0.286,20,0.244,0.171,0.44,0.145,Mobile,Free,0.386,0.217
USR_00718,1757.0,69.3,24,0.878,25,0.861,0.083,0.056,0.0,Console,Basic,0.337,0.915
USR_01820,1161.0,54.7,9,0.628,21,0.107,0.682,0.147,0.064,SmartTV,Standard,0.697,0.378
USR_02503,394.5,6.0,4,0.527,35,0.102,0.056,0.484,0.358,Web,Free,0.263,0.296
USR_04361,1588.8,39.7,14,0.823,40,0.253,0.293,0.262,0.192,SmartTV,Premium,0.527,0.626
USR_04172,1932.2,43.2,18,0.694,44,0.263,0.15,0.32,0.267,SmartTV,Basic,0.392,0.847
USR_00396,1573.6,51.4,21,0.939,30,0.716,0.0,0.092,0.192,Console,Standard,0.381,0.773
USR_04837,2877.1,63.8,18,0.988,45,0.295,0.074,0.075,0.556,SmartTV,Premium,0.443,0.885
USR_04493,2803.4,94.2,17,0.954,29,0.369,0.043,0.171,0.417,SmartTV,Premium,0.599,0.876
USR_01366,724.4,42.0,13,0.632,17,0.04,0.644,0.203,0.113,SmartTV,Premium,0.515,0.328
USR_04559,2394.4,90.7,10,0.98,26,0.16,0.068,0.146,0.626,Web,Standard,0.664,0.95
USR_00596,2714.5,52.1,27,0.91,52,0.819,0.012,0.134,0.035,SmartTV,Standard,0.346,0.759
USR_03953,1462.9,43.1,19,0.638,33,0.356,0.241,0.207,0.196,SmartTV,Basic,0.369,0.829
USR_02915,296.3,17.3,7,0.275,17,0.178,0.126,0.667,0.029,Mobile,Free,0.1,0.392
USR_02327,598.5,27.5,5,0.425,21,0.262,0.104,0.577,0.057,Mobile,Standard,0.34,0.452
USR_03767,2158.6,44.2,13,0.686,48,0.255,0.23,0.246,0.269,SmartTV,Free,0.445,0.77
USR_03441,632.9,17.9,5,0.448,35,0.203,0.058,0.553,0.186,SmartTV,Basic,0.162,0.321
USR_03852,1976.6,45.0,19,0.683,43,0.301,0.141,0.204,0.354,SmartTV,Standard,0.454,0.654
USR_04133,2586.2,47.6,17,0.72,54,0.327,0.199,0.231,0.243,Tablet,Free,0.531,0.593
USR_04592,2648.3,98.1,17,0.955,27,0.221,0.106,0.29,0.383,SmartTV,Premium,0.588,1.0
USR_02144,854.5,40.4,9,0.588,21,0.146,0.64,0.161,0.053,SmartTV,Premium,0.661,0.298
USR_01572,1491.0,41.6,10,0.546,35,0.0,0.679,0.056,0.265,Mobile,Standard,0.828,0.638
USR_04080,1081.5,46.7,14,0.616,23,0.324,0.144,0.211,0.321,Web,Standard,0.525,0.67
USR_01123,2432.1,53.7,26,0.801,45,0.575,0.051,0.123,0.251,SmartTV,Standard,0.432,0.949
USR_02787,115.6,23.5,5,0.378,4,0.159,0.174,0.587,0.08,Tablet,Premium,0.213,0.325
USR_02968,257.6,9.7,7,0.424,26,0.345,0.133,0.44,0.082,SmartTV,Free,0.124,0.421
USR_02505,214.0,18.5,4,0.387,11,0.379,0.047,0.553,0.021,Mobile,Standard,0.245,0.254
USR_03466,512.4,16.4,5,0.36,31,0.084,0.138,0.604,0.174,Tablet,Free,0.332,0.0
USR_00676,2125.0,48.7,27,0.687,43,0.816,0.061,0.016,0.107,SmartTV,Standard,0.445,0.888
USR_02809,526.0,14.9,6,0.416,35,0.215,0.105,0.545,0.135,Tablet,Free,0.194,0.422
USR_03349,532.7,9.4,6,0.48,35,0.268,0.131,0.538,0.063,Mobile,Basic,0.351,0.32
USR_00729,2678.3,72.5,26,0.795,36,0.775,0.089,0.137,-0.001,SmartTV,Premium,0.331,0.797
USR_00413,2105.7,55.3,21,0.785,38,0.695,0.038,0.0,0.267,SmartTV,Premium,0.424,0.83
USR_03147,292.9,20.3,12,0.459,14,0.196,0.152,0.586,0.066,Mobile,Standard,0.42,0.506
USR_01517,1125.9,61.9,8,0.95,18,0.121,0.696,0.091,0.092,SmartTV,Standard,0.583,0.46
USR_00826,2006.6,41.0,20,0.946,48,0.811,0.084,0.105,0.0,Web,Basic,0.462,0.786
USR_03268,652.1,21.0,4,0.282,31,0.352,0.057,0.591,0.0,Mobile,Basic,0.397,0.607
USR_03975,1258.6,45.6,17,0.594,27,0.292,0.193,0.267,0.248,Web,Premium,0.323,0.505
USR_00617,1849.6,72.1,28,0.933,25,0.711,0.048,0.107,0.134,Mobile,Standard,0.364,0.985
USR_00115,2129.4,58.8,15,0.906,36,0.778,0.082,0.111,0.029,Console,Premium,0.529,0.86
USR_00418,2160.3,44.2,18,0.945,48,0.788,0.072,0.14,0.0,Tablet,Premium,0.35,0.878
USR_03070,367.0,28.2,9,0.347,12,0.116,0.127,0.456,0.301,Mobile,Free,0.54,0.263
USR_01626,1038.4,49.2,10,0.602,21,0.163,0.581,0.256,0.0,SmartTV,Basic,0.78,0.409
USR_04951,3318.4,54.5,17,0.95,60,0.27,0.145,0.222,0.363,Web,Premium,0.527,0.85
USR_04186,1456.6,40.7,16,0.598,35,0.327,0.185,0.274,0.214,SmartTV,Premium,0.339,0.59
USR_02897,432.5,31.1,7,0.368,13,0.279,0.137,0.584,0.0,Tablet,Free,0.186,0.178
USR_04672,2637.4,48.7,21,0.93,54,0.236,0.117,0.094,0.553,SmartTV,Premium,0.406,0.888
USR_02083,1089.5,58.7,12,0.764,18,0.051,0.759,0.178,0.012,Console,Basic,0.581,0.386
USR_00754,2840.0,51.8,16,0.961,54,0.784,0.047,0.168,0.001,Web,Standard,0.427,0.82
USR_02547,280.5,19.2,8,0.42,14,0.339,0.122,0.52,0.019,Web,Free,0.43,0.483
USR_03970,791.1,48.1,23,0.692,16,0.273,0.215,0.262,0.25,Mobile,Standard,0.469,0.846
USR_03374,485.2,8.5,4,0.478,35,0.32,0.093,0.587,0.0,SmartTV,Basic,0.444,0.335
USR_04108,1628.0,43.4,16,0.782,37,0.284,0.221,0.299,0.196,SmartTV,Premium,0.274,0.862
USR_02445,400.4,10.9,4,0.266,35,0.172,0.076,0.353,0.399,SmartTV,Basic,0.532,0.332
USR_04381,1519.5,45.9,8,0.739,33,0.259,0.227,0.155,0.359,Web,Standard,0.635,0.654
USR_01067,2193.2,42.2,19,0.846,51,0.776,0.005,0.116,0.103,Tablet,Premium,0.529,0.872
USR_03914,1595.9,36.2,15,0.718,44,0.18,0.274,0.249,0.297,SmartTV,Premium,0.418,0.76
USR_03499,257.8,18.1,8,0.432,14,0.191,0.195,0.578,0.036,Mobile,Basic,0.336,0.185
USR_02739,535.1,12.0,7,0.596,35,0.169,0.027,0.552,0.252,SmartTV,Basic,0.207,0.177
USR_04001,1678.4,59.0,22,0.774,28,0.279,0.257,0.268,0.196,Tablet,Standard,0.528,0.634
USR_01569,1268.5,34.7,4,0.695,36,0.089,0.699,0.211,0.001,SmartTV,Premium,0.507,0.523
USR_02428,698.4,21.2,15,0.46,32,0.239,0.0,0.567,0.194,Mobile,Free,0.37,0.239
USR_03747,600.0,27.7,11,0.624,21,0.393,0.155,0.197,0.255,Mobile,Premium,0.317,0.95
USR_04640,2951.9,55.5,19,0.996,53,0.117,0.15,0.277,0.456,Web,Standard,0.25,0.811
USR_01688,861.3,37.4,12,0.675,23,0.044,0.817,0.14,-0.001,SmartTV,Standard,0.645,0.443
USR_00852,2123.6,74.2,25,0.871,28,0.617,0.059,0.105,0.219,Web,Standard,0.513,0.977
USR_03547,1661.8,49.5,18,0.82,33,0.158,0.264,0.283,0.295,Web,Standard,0.386,0.601
USR_00896,2587.1,64.3,19,0.927,40,0.785,0.102,0.09,0.023,Console,Standard,0.45,0.847
USR_04593,3353.6,87.9,12,0.948,38,0.22,0.084,0.163,0.533,SmartTV,Premium,0.577,0.942
USR_00336,2327.8,65.6,17,0.963,35,0.756,0.082,0.162,0.0,SmartTV,Standard,0.331,0.847
USR_02840,183.4,17.8,7,0.629,10,0.145,0.088,0.509,0.258,SmartTV,Free,0.233,0.447
USR_03088,311.7,34.5,7,0.393,9,0.164,0.126,0.386,0.324,Tablet,Basic,0.564,0.365
USR_01349,513.5,45.4,9,0.717,11,0.153,0.681,0.166,0.0,Tablet,Basic,0.759,0.701
USR_01016,2737.0,52.7,14,0.882,51,0.786,0.086,0.065,0.063,Console,Premium,0.385,0.732
USR_02817,287.3,20.0,1,0.15,14,0.201,0.087,0.631,0.081,Mobile,Standard,0.369,0.548
